,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,SEDOL,Capfactor,Mcap_Units_Index_Currency
611,2019-03-18,1330,TW02C3,TW0002103009,TSRC,TW,TWD,55201010.0,0.0005661557433925588,6870876,1.0,529263495.0
613,2019-03-18,1330,HK13KP,KYG210AW1064,CHINA MERCHANTS LAND,CN,HKD,35101010.0,0.00022071669957542255,BH35L96,1.0,206334199.0
614,2019-03-18,1330,ID30GE,ID1000123904,BANK PMBGN.DAERAH JAWA TIMUR,ID,IDR,30101010.0,0.00035512824449127387,B8FQLP0,1.0,331987122.0
615,2019-03-18,1330,TW10J9,TW0003533006,Lotes,TW,TWD,10102015.0,0.0006113815317957915,B1GJFG8,1.0,571542248.0
616,2019-03-18,1330,TW01PF,TW0001710002,Oriental Union,TW,TWD,55201000.0,0.0005128344872914662,6661519,1.0,479416797.0
617,2019-03-18,1330,TW05JD,TW0002903002,Far East Dept,TW,TWD,40401010.0,0.0006309382978751631,6331373,1.0,589824642.0
618,2019-03-18,1330,B064B9,PLEURCH00011,EUROCASH,PL,PLN,45201010.0,0.0004984617399772834,B064B91,1.0,465980617.0
619,2019-03-18,1330,KR060H,KR7066970005,L&F Co Ltd,KR,KRW,10102030.0,0.0006457385163746607,6578608,1.0,603660438.0
612,2019-03-18,1330,EV027,RU000A0B6NK6,TMK OAO,RU,RUB,55102010.0,0.00023201772728388256,B590TG4,1.0,216898821.0
602,2019-03-18,1330,IN50DN,INE670A01012,TATA ELXSI,IN,INR,10101010.0,0.00022912497679251329,6211204,0.4329785,214194570.0
601,2019-03-18,1330,TH20V7,TH0254A10Z06,SRI TRANG AGRO-INDUSTRY,TH,THB,55101000.0,0.00032524362113622613,B05BPG8,0.7324365,304049862.0
600,2019-03-18,1330,TH501G,TH0219010Z06,TIPCO ASPHALT,TH,THB,50101035.0,0.0003162224201381895,BWZ1D13,0.5097373,295616507.0
583,2019-03-18,1330,KR065M,KR7069260008,Huchems Chem,KR,KRW,55201000.0,0.00042645287119677934,6548991,1.0,398664042.0
584,2019-03-18,1330,TW01H7,TW0001507002,Yungtay Eng,TW,TWD,50204000.0,0.0005388629133397197,6988694,1.0,503749140.0
585,2019-03-18,1330,ID11SP,ID1000124308,KRESNA GRAHA INVESTAMA,ID,IDR,30202015.0,0.0005086338214798136,B7DZ3H8,1.0,475489858.0
586,2019-03-18,1330,KR071J,KR7103140000,Poongsan,KR,KRW,55102050.0,0.0005012313406943459,B3BDFS1,1.0,468569743.0
587,2019-03-18,1330,TW0885,TW0008046004,Nan Ya PCB,TW,TWD,10102015.0,0.00029110438247360935,B118753,1.0,272135229.0
588,2019-03-18,1330,KR10JV,KR7036830008,SOULBRAIN,KR,KRW,55201020.0,0.0005671164806455227,B0105T2,1.0,530161628.0
589,2019-03-18,1330,IN205C,INE503A01015,DCB BANK,IN,INR,30101010.0,0.0003365038085820737,B0ZJXW4,0.4060843,314576305.0
590,2019-03-18,1330,TH20FR,TH0671010Z08,MAJOR CINEPLEX GROUP,TH,THB,40301010.0,0.0004069236008116426,6614212,0.6962205,380407352.0
591,2019-03-18,1330,SOHU,US83410S1087,SOHU COM ADR 1:1,CN,USD,10101020.0,0.0004482400971063636,BF2HB11,1.0,419031553.0
592,2019-03-18,1330,CN86Q3,US90138A1034,21VIANET GROUP ADR 1:6,CN,USD,10101020.0,0.0004956954606938732,B3Q0VS9,1.0,463394596.0
593,2019-03-18,1330,BR1609,BRCAMLACNOR3,CAMIL ALIMENTOS,BR,BRL,45102020.0,0.0002840655959988077,BZ4F3Q2,1.0,265555109.0
594,2019-03-18,1330,CN00NM,BMG210821051,CHINA YUCHAI INTL.,CN,USD,50204030.0,0.00030606659921953973,2186191,1.0,286122467.0
595,2019-03-18,1330,MY00SC,MYL1562OO007,Berjaya Sports Toto BHD,MY,MYR,40501020.0,0.0005323359068403479,6331566,1.0,497647451.0
596,2019-03-18,1330,TW40B4,TW0006414006,ENNOCONN,TW,TWD,10102020.0,0.0004888549087183133,B94NS14,1.0,456999793.0
597,2019-03-18,1330,TW03SK,TW0002441003,Greatek Eltrs,TW,TWD,10102010.0,0.00048408509893733753,6293989,1.0,452540797.0
598,2019-03-18,1330,TW046Z,TW0002501004,Cathay Red,TW,TWD,35101010.0,0.00037983978467412074,6179733,1.0,355088391.0
599,2019-03-18,1330,414933,PLBUDMX00013,BUDIMEX,PL,PLN,50101010.0,0.00043059322597759417,4149330,1.0,402534600.0
620,2019-03-18,1330,ZA807O,ZAE000003257,HOSKEN CONS.INVS.,ZA,ZAR,30202000.0,0.00045628932146226243,6439738,1.0,426556268.0
621,2019-03-18,1330,TW07SO,TW0006116007,Hannstar Dis,TW,TWD,10102015.0,0.0006450255045869154,6381828,1.0,602993888.0
622,2019-03-18,1330,B1B59T,PLFAMUR00012,FAMUR,PL,PLN,50204020.0,0.0004305956285347546,B1B59T2,1.0,402536846.0
623,2019-03-18,1330,TW08UR,TW0009940007,Sinyi Realty,TW,TWD,35101015.0,0.0003406570629340361,6193915,1.0,318458922.0
645,2019-03-18,1330,TW117Y,TW0003036000,WT Microelectron,TW,TWD,10102010.0,0.0007325036248779321,6290991,1.0,684771696.0
646,2019-03-18,1330,CN1O5T,KYG3165D1097,C D INTERNATIONAL INVESTMENT GROUP,CN,HKD,35101010.0,0.00017853794519839757,BZBY9R5,1.0,166903927.0
647,2019-03-18,1330,TW405Y,KYG211641017,CHLITINA HOLDING,TW,TWD,40204035.0,0.00025516255095690035,BGCWLC4,1.0,238535465.0
648,2019-03-18,1330,CN24OT,CNE0000004K3,LAO FENG XIANG 'B',CN,USD,40204030.0,0.0007620322194274836,6196077,1.0,712376127.0
649,2019-03-18,1330,TW06UP,TW0003576005,UNITED RENEWABLE ENERGY,TW,TWD,60102020.0,0.0006660790776833903,B284BT3,1.0,622675553.0
650,2019-03-18,1330,KR190L,KR7058470006,LEENO INDUSTRIAL,KR,KRW,10102010.0,0.0005598444214881358,6430139,1.0,523363436.0
651,2019-03-18,1330,HK00PQ,KYG886801060,TIANJIN PORT DEVELOPMENT,CN,HKD,50206060.0,0.00019854118363086702,B1528Y7,1.0,185603700.0
652,2019-03-18,1330,HK19OZ,KYG244421080,COSMO LADY (CHIN.)HDG.,CN,HKD,40204020.0,0.00022813845430341763,BNFWNX5,1.0,213272332.0
653,2019-03-18,1330,IN01JP,INE428A01015,Allahabad Bank,IN,INR,30101010.0,0.0002518648155464981,6708289,0.4414037,235452619.0
654,2019-03-18,1330,TH40ES,TH0940010Y08,SINGHA ESTATE,TH,THB,35101010.0,0.00029237991675747094,BQV6FP8,0.9336845,273327646.0
655,2019-03-18,1330,PK404H,PK0099701010,ENGRO FERTILIZERS,PK,PKR,55201015.0,0.0006644095443496129,B668PD7,1.0,621114811.0
656,2019-03-18,1330,TW016W,TW0001312007,GRAND PETROCHM,TW,TWD,55201000.0,0.0007147796055635142,6381237,1.0,668202622.0
657,2019-03-18,1330,TH406K,TH0669010Z02,BGK.AVIATION FUEL SVS.,TH,THB,50206060.0,0.00029700801738447247,6527581,0.8559812,277654167.0
658,2019-03-18,1330,BR13EK,BRTUPYACNOR1,TUPY ON,BR,BRL,40101025.0,0.0003630887731973449,2906786,1.0,339428921.0
659,2019-03-18,1330,TW03B3,TW0002373008,Aurora Corp,TW,TWD,10102035.0,0.0002543420348984227,6059998,1.0,237768416.0
660,2019-03-18,1330,TW05TN,TW0003019006,ASIA OPTICAL,TW,TWD,50202025.0,0.000676009164129744,6295866,1.0,631958568.0
661,2019-03-18,1330,HK0034,HK1828040670,DAH CHONG HONG,CN,HKD,40401030.0,0.00032793980479826147,B284BK4,1.0,306570355.0
644,2019-03-18,1330,KR05FV,KR7039130000,Hana Tour Servic,KR,KRW,40501015.0,0.0007334875212415474,6311632,1.0,685691479.0
582,2019-03-18,1330,CN1RTK,US69354V1089,FINVOLUTION GROUP ADR 1:5,CN,USD,30201020.0,0.0008110904555497652,BYWRSY6,1.0,758237595.0
643,2019-03-18,1330,IN07P1,INE868B01028,NCC,IN,INR,50101010.0,0.000729503080225808,B0FXGP0,0.8628731,681966675.0
641,2019-03-18,1330,TH407L,TH0697010Z03,RATCHTHANI LEASING,TH,THB,50206050.0,0.00033848884067315,6614267,1.0,316431987.0
624,2019-03-18,1330,TH70BS,TH7846010Z09,WHA UTILITIES AND POWER,TH,THB,65102030.0,0.00023122212786117407,BYZ6CK4,1.0,216155065.0
625,2019-03-18,1330,IN07YA,INE141A01014,Orient Bank Comm,IN,INR,30101010.0,0.0002034618153816896,6121507,0.3364172,190203690.0
626,2019-03-18,1330,ZA105F,ZAE000167391,TRANSACTION CAPITAL,ZA,ZAR,30201020.0,0.0005213572678583188,B7WF5R3,1.0,487384210.0
627,2019-03-18,1330,TW019Z,TW0001319002,Tong Yang Ind,TW,TWD,40101025.0,0.0005737603267301143,6898845,1.0,536372543.0
628,2019-03-18,1330,TH21Q3,TH0209010Z07,THAI VEGETABLE OIL,TH,THB,45102020.0,0.00036116945200734046,6397706,0.6155779,337634668.0
629,2019-03-18,1330,ID4065,ID1000130008,SAWIT SUMBERMAS SARANA,ID,IDR,45102010.0,0.00023029623731438012,BH3WHX3,1.0,215289508.0
630,2019-03-18,1330,CN1RSJ,US83409V1044,SOGOU ADR 1:1,CN,USD,10101020.0,0.0007349964779666774,BF3BGN9,1.0,687102108.0
631,2019-03-18,1330,TH22AO,TH0617A10Z08,AMATA,TH,THB,35101010.0,0.0003653779951257291,6592954,0.5970513,341568971.0
632,2019-03-18,1330,ZA13XA,ZAE000156253,CURRO HOLDINGS,ZA,ZAR,40201010.0,0.00024226264820080472,B3XGCL0,1.0,226476155.0
633,2019-03-18,1330,CL7015,CL0000002023,FORUS,CL,CLP,40204025.0,0.0002795938819464386,B1HNTW3,1.0,261374784.0
634,2019-03-18,1330,PH20FN,PHY6350R1069,NICKEL ASIA,PH,PHP,55103030.0,0.0002456737680496645,B5BNBK9,1.0,229664997.0
635,2019-03-18,1330,TW021S,TW0001904001,Cheng Loong,TW,TWD,55101015.0,0.0007311536209494414,6190239,1.0,683509662.0
636,2019-03-18,1330,PK20NY,PK0065001015,HUB POWER COMPANY,PK,PKR,65101015.0,0.0005380512779711555,6443665,1.0,502990393.0
637,2019-03-18,1330,BR05U1,BROMGEACNOR0,OMEGA GERACAO ON,BR,BRL,65101010.0,0.0007580816388500148,BF2VKB6,1.0,708682977.0
638,2019-03-18,1330,ID001W,ID1000111800,TIMAH,ID,IDR,55102000.0,0.0002446105840906408,6875730,1.0,228671093.0
639,2019-03-18,1330,CN24FK,CNE000000K82,ANHUI GUJING DIST. 'B',CN,HKD,45101015.0,0.0007876754661425568,6026691,1.0,736348390.0
640,2019-03-18,1330,ID00SN,ID1000110901,INDIKA ENERGY,ID,IDR,60101040.0,0.00025552460647969034,B2RHG43,1.0,238873928.0
642,2019-03-18,1330,ID7046,ID1000137706,WASKITA BETON PRECAST,ID,IDR,50101030.0,0.00025189006699989473,BD3RRL8,1.0,235476225.0
581,2019-03-18,1330,CN1RXO,US39579V1008,GREENTREE HOSPLTY.GP.ADR 1:1,CN,USD,40501025.0,0.0009530735256435614,BFWDQD6,1.0,890968662.0
580,2019-03-18,1330,MY234T,MYL3301OO008,HONG LEONG INDUSTRIES,MY,MYR,40101020.0,0.00023063238565468205,6436308,1.0,215603752.0
579,2019-03-18,1330,KR04FU,KR7020000006,HANDSOME,KR,KRW,40204020.0,0.0006608227650532983,6155227,1.0,617761756.0
520,2019-03-18,1330,HK913E,KYG972281037,WISDOM ED.INTL.HDG.,CN,HKD,40201010.0,0.0002860763459346083,BDQZ7T7,1.0,267434833.0
521,2019-03-18,1330,TW010Q,TW0001210003,Great Wall Ent,TW,TWD,45102010.0,0.0008850872414154069,6384344,1.0,827412549.0
522,2019-03-18,1330,MY30G3,MYL6139OO009,SYARIKAT TAKAFUL MAL.,MY,MYR,30302010.0,0.0002730222537777037,6808123,1.0,255231381.0
523,2019-03-18,1330,KR60K1,KR7140410002,MEZZION PHARMA,KR,KRW,20103010.0,0.0007619701134318573,B55W726,1.0,712318068.0
524,2019-03-18,1330,TH601H,TH6141010004,WHA PREMIUM GW.FHLH.,TH,THB,35102020.0,0.0004947242756333465,BTKFJD3,0.7061536,462486696.0
525,2019-03-18,1330,TW03ZR,TW0002458007,Elan Microeltr,TW,TWD,10102010.0,0.0009133230655263658,6241513,1.0,853808450.0
526,2019-03-18,1330,HK1158,KYG215791008,CHINA MODERN DAIRY HOLDINGS,CN,HKD,45102020.0,0.00034866190844357953,B3PZ2V5,1.0,325942150.0
527,2019-03-18,1330,ID20TQ,ID1000099500,RAMAYANA LESTARI SENTOSA,ID,IDR,40401010.0,0.00042540202842295585,B03CPL8,1.0,397681675.0
528,2019-03-18,1330,CN8EL6,KYG4134L1077,GRAND BAOXIN AUTO GROUP,CN,HKD,40401030.0,0.00018496685441175145,BZ4FJV9,1.0,172913911.0
529,2019-03-18,1330,ID013Z,ID1000114002,PP (PERSERO),ID,IDR,50101010.0,0.0004743680613331084,B6277R6,1.0,443456948.0
530,2019-03-18,1330,MY21PC,MYL1619OO005,DRB-HICOM,MY,MYR,40101020.0,0.000335377544126278,6269816,1.0,313523431.0
531,2019-03-18,1330,TW02OF,TW0002313004,Compeq Mftg,TW,TWD,10102015.0,0.0009161961944211218,6215273,1.0,856494358.0
532,2019-03-18,1330,RU702U,RU000A0JVW89,Safmar Financial Investment,RU,RUB,40201070.0,0.00075345944941218,BYQDNK1,1.0,704361982.0
533,2019-03-18,1330,HK1AEQ,KYG8116R1074,SHENG YE CAPITAL,CN,HKD,30201030.0,0.00033233609182013404,BZBXXJ2,1.0,310680168.0
534,2019-03-18,1330,KR04L0,KR7023590003,Daou Tech,KR,KRW,10101010.0,0.0005644163208904485,6113612,1.0,527637418.0
535,2019-03-18,1330,BR10GJ,BRMYPKACNOR7,IOCHPE MAXION S.A.,BR,BRL,40101025.0,0.0007350968847455311,B06YX28,1.0,687195972.0
536,2019-03-18,1330,RU603U,RU000A0JVBT9,NPK OVK,RU,RUB,50206025.0,0.0007582098804195503,BX1B4Y4,1.0,708802862.0
519,2019-03-18,1330,KR644P,KR7038540001,Sangsangin,KR,KRW,15101010.0,0.0006243273922826453,6284712,1.0,583644521.0
537,2019-03-18,1330,KR16XF,KR7102940004,KOLON LF SCIENCE,KR,KRW,20103010.0,0.0006010129786676616,B3SHRR9,1.0,561849338.0
518,2019-03-18,1330,ZA303F,ZAE000161832,SUPER GROUP,ZA,ZAR,50206060.0,0.000773061547444955,B4WQMV8,1.0,722686754.0
516,2019-03-18,1330,TW1OO2,TW0008341009,SUNNY FRIEND ENV.TECH.,TW,TWD,65103035.0,0.0006385026068239875,B6RXHJ1,1.0,596896040.0
499,2019-03-18,1330,MX406T,MX01VE0M0003,VESTA,MX,MXN,35101010.0,0.0009363759641105232,B8F6ZF8,1.0,875359159.0
500,2019-03-18,1330,CN872G,US40522L1089,HAILIANG EDUCATION GP. 1:16 ADR,CN,USD,40201010.0,0.001090315419816609,BYVTYT0,1.0,1019267501.0
501,2019-03-18,1330,TH216J,TH0324B10Z01,HANA MICROELECTRONICS,TH,THB,10102010.0,0.0007312390026535511,B42GPD1,1.0,683589480.0
502,2019-03-18,1330,BR044A,BRMRFGACNOR0,MARFRIG GLOBAL FOODS,BR,BRL,45102020.0,0.00034535409534350303,B1YWHR4,1.0,322849883.0
503,2019-03-18,1330,TW02PG,TW0003706008,MITAC HOLDING,TW,TWD,10102030.0,0.000781522253037623,BDRZRW9,1.0,730596137.0
504,2019-03-18,1330,TH00LV,TH0245010002,Thai Airways International PCL,TH,THB,40501010.0,0.0002697124071686503,6888857,0.61262,252137213.0
505,2019-03-18,1330,KR11Q3,KR7010780005,IS Dongseo,KR,KRW,50101035.0,0.0004608143378390957,6273204,1.0,430786422.0
506,2019-03-18,1330,KR14JZ,KR7014680003,Hansol Chemical,KR,KRW,55201000.0,0.0007295107553583218,6988155,1.0,681973850.0
507,2019-03-18,1330,CN8D9T,KYG3311L1041,FANTASIA HOLDINGS GP.,CN,HKD,35101010.0,0.00024705823466027323,B4TK7G3,1.0,230959248.0
508,2019-03-18,1330,490400,TRATRKCM91F7,TRAKYA CAM,TR,TRY,50203020.0,0.00028928350836311846,B03MY66,1.0,270433008.0
509,2019-03-18,1330,KR703L,KR7007700008,F&F,KR,KRW,40204020.0,0.0006329634791994993,6223652,1.0,591717857.0
510,2019-03-18,1330,BR11JN,BRLEVEACNOR2,MAHLE-METAL LEVE ON,BR,BRL,40101025.0,0.0002943788378967088,B0HZY49,1.0,275196312.0
511,2019-03-18,1330,KR61J1,KR7178920005,SKC KOLON PI,KR,KRW,50203015.0,0.00042315296749458536,BSTLJW4,1.0,395579169.0
512,2019-03-18,1330,MX303P,MXCFFI0U0002,MACQUARIE MEXICO REAL ESTATE,MX,MXN,35102020.0,0.000928227800610866,B80RZK1,1.0,867741952.0
513,2019-03-18,1330,HK904E,BMG2759B1072,DIGITAL CHINA HDG.,CN,HKD,10102030.0,0.00040893674795607917,6351865,1.0,382289317.0
514,2019-03-18,1330,KR19SD,KR7035900000,JYP ENTERTAINMENT,KR,KRW,40301010.0,0.0007560944801856371,B16TC34,1.0,706825307.0
515,2019-03-18,1330,TW05NH,TW0003005005,Getac Tech,TW,TWD,10102030.0,0.0006916775775736294,6439620,1.0,646605985.0
517,2019-03-18,1330,TW15A5,TW0001707008,GRAPE KING BIO,TW,TWD,45102020.0,0.0009007745875659629,6381691,1.0,842077665.0
332,2019-03-18,1330,IN617J,INE951I01027,V-GUARD INDUSTRIES,IN,INR,50202010.0,0.0002544868044780586,BD0F6Q3,0.462431,237903752.0
538,2019-03-18,1330,HK90DN,KYG2110P1000,CHINA SHINEWAY PHARM.GP.,CN,HKD,20103015.0,0.0003187893695445608,B045C04,1.0,298016187.0
540,2019-03-18,1330,KR00Q1,KR7034020008,Doosan Heavy Industries and Co,KR,KRW,50204000.0,0.0005545779231281768,6294670,1.0,518440117.0
562,2019-03-18,1330,HK00MN,CNE100000478,SHENZHEN EXPRESSWAY 'H',CN,HKD,50206060.0,0.0007798466683833397,6848743,1.0,729029738.0
563,2019-03-18,1330,MX506U,MX00UN000002,UNIFIN FINANCIERA,MX,MXN,30201020.0,0.0003316291302831898,BXVM276,1.0,310019274.0
564,2019-03-18,1330,TW1N0D,TW0001795003,LOTUS PHARMACEUTICAL,TW,TWD,20103015.0,0.0003808186031486708,B04S979,1.0,356003427.0
565,2019-03-18,1330,TW07JF,TW0005534002,Chong Hong Const,TW,TWD,35101010.0,0.0006438264884325278,6511788,1.0,601873003.0
566,2019-03-18,1330,TH50U9,TH4403010002,BANGKOK AIRWAY,TH,THB,40501010.0,0.00034919914953456254,BRS61C7,1.0,326444383.0
567,2019-03-18,1330,KR51TA,KR7085620003,MIRAE ASSET LIFE INSUR,KR,KRW,30301010.0,0.0005800899662609019,BYW7G64,1.0,542289726.0
568,2019-03-18,1330,CN8DP9,JE00B3MW7P88,WEST CHINA CEMENT,CN,HKD,50101030.0,0.0003634875484795497,B4N6NB4,1.0,339801711.0
569,2019-03-18,1330,HK90MW,KYG4231A1031,HAICHANG OCEAN PARK HOLDINGS,CN,HKD,40501030.0,0.0003169064974786365,BKHDS30,1.0,296256008.0
570,2019-03-18,1330,PH502D,PHY5953G1032,MEGAWIDE CONSTRUCTION,PH,PHP,50101010.0,0.00031566326721244514,B60HTZ0,1.0,295093790.0
571,2019-03-18,1330,HK90GQ,KYG2163K1076,CHINA NEW HIGHER ED.,CN,HKD,40201010.0,0.0003518055368204486,BDRXQR1,1.0,328880931.0
572,2019-03-18,1330,ZA21GS,ZAE000123436,ADCOCK INGRAM HOLDINGS,ZA,ZAR,20103015.0,0.00018544351062744748,B3BX6X3,1.0,173359507.0
573,2019-03-18,1330,IN05BL,INE886H01027,TV18 BROADCAST,IN,INR,40301035.0,0.0002423004472924434,B1CKQW8,0.6062019,226511491.0
574,2019-03-18,1330,IN11T0,INE054A01027,VIP Industries,IN,INR,40202025.0,0.00023295211449653815,B7648C2,0.3047232,217772321.0
575,2019-03-18,1330,MY70B2,MYQ0097OO004,VITROX,MY,MYR,10102010.0,0.00038520068983826175,B0KLDR0,1.0,360099965.0
576,2019-03-18,1330,KR03GU,KR7009410002,TAEYOUNG Const,KR,KRW,50101010.0,0.00048474401788871244,B1WT3H9,1.0,453156779.0
577,2019-03-18,1330,CN86LY,US47759T1007,JINKOSOLAR HOLDING ADR 1:4,CN,USD,60102020.0,0.000869376097540386,B64H9N4,1.0,812725186.0
578,2019-03-18,1330,ZA13V8,ZAE000180915,INVESTEC PROPERTY,ZA,ZAR,35102000.0,0.0005527520706111745,BCDYGW6,1.0,516733242.0
561,2019-03-18,1330,CN1ABL,CNE100000585,TONG REN TANG TECHS.'H',CN,HKD,20103015.0,0.0009338321342357227,6295048,1.0,872981092.0
539,2019-03-18,1330,TW301T,TW0002867009,MERCURIES LIFE INSURANCE,TW,TWD,30301010.0,0.0004401384860933779,B6S2Z37,1.0,411457865.0
560,2019-03-18,1330,PL10CN,PLKRK0000010,KRUK,PL,PLN,30201020.0,0.0008138277533188624,B4PTLY0,1.0,760796523.0
558,2019-03-18,1330,IN70BN,INE917M01012,DILIP BUILDCON,IN,INR,50101010.0,0.00035775904137281606,BYY7XH2,0.9848174,334446489.0
541,2019-03-18,1330,KR19O9,KR7105630008,HANSAE,KR,KRW,40204020.0,0.0005187066268815483,B3KT2S9,1.0,484906292.0
542,2019-03-18,1330,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,0.0003546040388239582,B28XVV2,1.0,331497075.0
543,2019-03-18,1330,MY240Q,MYL3859OO005,MAGNUM BHD,MY,MYR,40501020.0,0.0006429618823480124,6609627,1.0,601064737.0
544,2019-03-18,1330,CN8E5Q,KYG5471S1003,LEYOU TECHNOLOGIES HDG.,CN,HKD,45102020.0,0.00028065287052292306,BW2V4N5,1.0,262364766.0
545,2019-03-18,1330,CN873H,US98585L1008,YIREN DIGITAL ADR 1:2,CN,USD,30201020.0,0.0008712717119308405,BYPHX26,1.0,814497277.0
546,2019-03-18,1330,TH80EW,TH7923010006,THONBURI HEALTHCARE GROUP,TH,THB,20101010.0,0.0003583192105181964,BF1G272,0.60015,334970156.0
547,2019-03-18,1330,ZA214G,ZAE000000220,AECI,ZA,ZAR,55201000.0,0.0007451450334497824,6009205,1.0,696589356.0
548,2019-03-18,1330,KR12Q4,KR7001680008,Daesang,KR,KRW,45102020.0,0.0005833276430908181,6352716,1.0,545316427.0
549,2019-03-18,1330,TW20D4,TW0004915004,PRIMAX ELECTRONICS,TW,TWD,10102030.0,0.0008945608099101348,B5M70F8,1.0,836268794.0
550,2019-03-18,1330,TW04KD,TW0002606001,U-Ming Marine,TW,TWD,50206030.0,0.0005425287855451547,6911377,1.0,507176134.0
551,2019-03-18,1330,MY24A0,MYL1651OO008,MALAYSIAN RES.,MY,MYR,35101010.0,0.00038658263515446836,6557867,1.0,361391859.0
552,2019-03-18,1330,ZA402F,ZAE000177218,ATTACQ ORD,ZA,ZAR,35102000.0,0.0006910277671593074,BFH3QX1,1.0,645998518.0
553,2019-03-18,1330,MY222Q,MYL2852OO001,CAHYA MATA SARAWAK,MY,MYR,50101030.0,0.00038998035588000163,6182861,1.0,364568175.0
554,2019-03-18,1330,CN8E1M,KYG407691040,GREATVIEW ASEPTIC PACK.,CN,HKD,50203030.0,0.000506721060789838,B3ZNGT5,1.0,473701738.0
555,2019-03-18,1330,B0663T,PLCIECH00018,CIECH,PL,PLN,55201000.0,0.0004261809447283563,B0663T1,1.0,398409835.0
556,2019-03-18,1330,IN05GQ,INE043D01016,IDFC,IN,INR,30101010.0,0.0004174443729441924,B0C5QR1,0.5195766,390242562.0
557,2019-03-18,1330,KR06FW,KR7079160008,CJ CGV,KR,KRW,40301010.0,0.0005863998718760638,B04S946,1.0,548188461.0
559,2019-03-18,1330,CN88CR,KYG4587S1049,GREENLAND HONG KONG HOLDINGS,CN,HKD,35101010.0,0.00025779053451460823,BFH1P83,1.0,240992202.0
662,2019-03-18,1330,TH215I,TH0308010Y08,AP THAILAND,TH,THB,35101010.0,0.00021347761193155103,B99J5K5,0.3811944,199566830.0
331,2019-03-18,1330,KR05HX,KR7041960006,KOMIPHARM INT,KR,KRW,20103015.0,0.0009141686918371959,6419008,1.0,854598973.0
329,2019-03-18,1330,IN035D,INE055A01016,Century Textiles,IN,INR,50101030.0,0.00036922854332105214,6099905,0.4786598,345168607.0
104,2019-03-18,1330,CN8FXJ,KYG763681023,RONSHINE CHINA HDG.,CN,HKD,35101010.0,0.001036408058505616,BYW10R5,1.0,968872890.0
105,2019-03-18,1330,BR02LP,BRCSMGACNOR5,CPAD.SANMT.DE MINASGR.ON,BR,BRL,65102030.0,0.001111160064574157,B0YBZJ2,1.0,1038753852.0
106,2019-03-18,1330,BR3049,BRGRNDACNOR3,GRENDENE,BR,BRL,40204025.0,0.0006775592435195748,B03L0B0,1.0,633407640.0
107,2019-03-18,1330,ZA20KV,ZAE000081949,INVESTEC,ZA,ZAR,30101010.0,0.0019049269020431265,B17BBR6,1.0,1780796683.0
108,2019-03-18,1330,KR812M,KR7263750002,PEARLABYSS,KR,KRW,40203040.0,0.0013067289929681557,BYX56S9,1.0,1221578977.0
109,2019-03-18,1330,CN89UA,BMG4600H1016,HOPSON DEVELOPMENT HDG.,CN,HKD,35101010.0,0.0005990158482143929,6116246,1.0,559982346.0
110,2019-03-18,1330,CN91OX,KYG126521064,BOSIDENG INTL.HOLDINGS,CN,HKD,40204020.0,0.0007645182103594239,B24FZ32,1.0,714700124.0
103,2019-03-18,1330,CL00LI,CL0001583070,ENGIE ENERGIA CHILE,CL,CLP,65101015.0,0.0010410873755325658,BWXTK30,1.0,973247290.0
111,2019-03-18,1330,CN89YE,HK0405033157,YUEXIU REAL ESTATE INV. TST.,CN,HKD,35102030.0,0.0014841625149449968,B0TLGM7,1.0,1387450448.0
113,2019-03-18,1330,TW03A2,TW0002371002,Tatung,TW,TWD,10102030.0,0.0020075344350225185,6875677,1.0,1876718030.0
114,2019-03-18,1330,CN1S3V,US74915J1079,QUTOUTIAO 4 ADR 4:1,CN,USD,10101020.0,0.002149677939454213,BF3B6J5,1.0,2009599077.0
115,2019-03-18,1330,CN87GU,KYG811511131,SHUI ON LAND,CN,HKD,35101010.0,0.0009248413524353578,B16NHT7,1.0,864576174.0
116,2019-03-18,1330,ZA20T4,ZAE000030912,NORTHAM PLATINUM,ZA,ZAR,55103030.0,0.0018106110259851064,6350260,0.8260772,1692626686.0
117,2019-03-18,1330,KR066N,KR7069620003,Daewoong Pharma,KR,KRW,20103015.0,0.0010478885388350353,6562979,1.0,979605271.0
118,2019-03-18,1330,IN01HN,INE423A01024,Adani Enterprise,IN,INR,60101040.0,0.0005915551476711277,B01VRK0,0.6962576,553007805.0
119,2019-03-18,1330,CN91NW,KYG063181021,AUSNUTRIA DAIRY,CN,HKD,45102020.0,0.0009114650384259837,B4M2F06,1.0,852071497.0
112,2019-03-18,1330,KR04R6,KR7028670008,PANOCEAN,KR,KRW,50206030.0,0.0009807776433165864,B24FX49,1.0,916867504.0
102,2019-03-18,1330,IN072E,INE018I01017,Mindtree,IN,INR,10101010.0,0.0017828303174426754,B1LHCW2,1.0,1666656244.0
101,2019-03-18,1330,CN8C6P,KYG2112H1065,CHINA AOYUAN GROUP,CN,HKD,35101010.0,0.0014597783900318117,B247M48,1.0,1364655259.0
100,2019-03-18,1330,TH302F,TH3740010Z08,VGI GLOBAL MEDIA,TH,THB,40301020.0,0.0007128390860319033,BF5SY12,1.0,666388552.0
